"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ANKS1B",84.9449254817154,2.08727897949106,0.358282007069507,5.82579905857825,5.68399741109896e-09,1.48723253189938e-07
"ANO4",19.6148756541627,-1.40126643070008,0.537002329867154,-2.60942337260758,0.00906949558533188,0.0319842529200894
"MGP",18690.0165876301,2.98286787616388,0.448202054658031,6.65518563595105,2.82942702617929e-11,1.37025108839254e-09
"LOC121106462",68.0575905081306,-1.13792616900034,0.399236854637027,-2.85025331650532,0.00436844219598927,0.0174597223460278
"HIST1H4D",552.280087127958,-1.77793908464911,0.441552188936824,-4.02656612105143,5.65973291519371e-05,0.000447522138268816
"HIST1H4I",141.45248151098,-2.20418305228683,0.279299932425616,-7.89181376860465,2.97825937416281e-15,3.30533607328961e-13
"HIST1H2A4",6.73497290613667,-2.16892976948276,0.891045650943555,-2.43413989753052,0.0149272245198276,0.0478045519017839
"HIST1H2A4L3",90.6501832336884,-1.18176432797126,0.315267934663844,-3.74844441199301,0.000177934763030376,0.0011942381773583
"LOC121106438",24.4975626382344,-1.45819415908379,0.485985773103875,-3.00048733890019,0.00269547959531236,0.0116877248964184
"LOC100857439",11.5094959758024,-1.92627780302715,0.74979035640125,-2.56908852798888,0.010196640484875,0.0352524312702567
"DDX47",1307.72306839895,-1.00352788217486,0.206275540165042,-4.86498729501296,1.14464159865488e-06,1.59470000770391e-05
"HEBP1",1532.44574808804,1.11923183571974,0.294712664169591,3.79770526276293,0.000146041828538561,0.00101074606276966
"GSG1",9.72296427541543,3.03976112080967,1.12692259511191,2.69740010005551,0.00698832495447342,0.0256868937182174
"EMP1",3102.14210983196,1.71658358465184,0.53214165784095,3.22580192578139,0.00125620260846775,0.00625919231290251
"TTC26",121.344424261298,1.02474936673538,0.294800186465294,3.47608113489447,0.000508798332936817,0.00293792038327871
"FMC1",414.034436623494,-1.03823029781362,0.283757242241716,-3.65886801553144,0.000253331758801566,0.00161981160591742
"LOC124416954",184.770726674649,-1.45275879701708,0.53266942411341,-2.72731779083264,0.00638515112684614,0.023872296522969
"LOC121109326",18.2187023997437,-2.12998101940555,0.545032128941473,-3.90799166930262,9.30665144910774e-05,0.000681281964148464
"NDUFA6",2636.44743539993,-1.14865111599894,0.320915147227645,-3.5792985339646,0.000344517727266855,0.00211092113864296
"TNFRSF13C",20.3553414775465,-4.96618164628145,1.05480754908141,-4.70814003047882,2.49987352752138e-06,3.14084514290001e-05
"LOC101749129",43.3734735434303,-2.1158310441765,0.45833276484629,-4.61636436767962,3.90521046920164e-06,4.61423632435137e-05
"GRAP2",131.099399072455,-1.50469595246352,0.456080556807718,-3.29918899195235,0.000969646061217185,0.00502614701456614
"PDGFB",1131.5089415681,1.08646870613981,0.381284040971592,2.84949955778705,0.00437880666252741,0.0174887032961573
"NPTXR",195.042509212916,1.32775249252358,0.237873358150724,5.58176208906198,2.38093923765026e-08,5.32285516618575e-07
"DMC1",81.9787933091649,-1.64240056294115,0.475777819207905,-3.45203264346264,0.00055638041043669,0.00316561268007082
